date,max_temp,min_temp,precip,snow,usgs_well,comments,,,
5/24/2008,24,7.5,0,0,34.76,,,,
5/25/2008,26,5,0,0,34.86,,,,
5/26/2008,31,9.5,0.1,0,34.95,PM shower,,,
5/27/2008,29,16,0,0,35.09,,,,
5/28/2008,20,13,0,0,35.25,,,,
5/29/2008,26.5,4.5,0,0,35.32,,,,
5/30/2008,30,10.5,0,0,35.4,,,,
5/31/2008,27,17.5,1.24,0,35.45,PM Thunderstorm,,,
6/1/2008,28.5,16.5,0.12,0,35.46,PM Thunderstorms,,,
6/2/2008,27,9,0,0,35.57,,,,
6/3/2008,28,10.5,0,0,35.6,SEVERE WINDS,,,
6/4/2008,29,17,1.45,0,35.61,.62 inch early AM Thunderstorm+.52 inch (3:00)+.31 inch ,,,
6/5/2008,32,15.5,0,0,35.53,,,,
6/6/2008,32.5,19.5,0,0,35.38,,,,
6/7/2008,35.5,20,0,0,35.41,,,,
6/8/2008,35.5,21,0,0,35.46,,,,
6/9/2008,37,20,0,0,35.53,,,,
6/10/2008,36,20,0.05,0,35.64,PM Thunderstorms,,,
6/11/2008,30.5,16,0,0,35.76,,,,
6/12/2008,32,13.5,0,0,35.88,,,,
6/13/2008,32.5,15,0,0,35.89,,,,
6/14/2008,32,20,1.1,0,35.95,.57 inch (4:00PM) PM Thunderstorms + .53 inch ,,,
6/15/2008,29.5,16.5,0,0,36,,,,
6/16/2008,26.5,14,0.73,0,36.05,.07 inch (12:00PM)+.48 inch (4:00PM)+.18 inch ,,,
6/17/2008,23.5,14.5,0,0,36.1,Windy,,,
6/18/2008,26,11,0.01,0,36.21,Windy  PM Thunderstorm,,,
6/19/2008,24,10,0.13,0,36.34,PM Thunderstorm,,,
6/20/2008,28,12,0,0,36.42,,,,
6/21/2008,30,13,0,0,36.49,,,,
6/22/2008,29,15,0.1,0,36.59,.09 inch  Early AM Rain + .01 inch ,,,
6/23/2008,28,15,0.37,0,36.7,PM Thunderstorm,,,
6/24/2008,27.5,11,0,0,36.8,,,,
6/25/2008,31.5,13.5,0,0,36.87,,,,
6/26/2008,34,17.5,0,0,36.93,,,,
6/27/2008,32,20,0,0,37.01,,,,
6/28/2008,34,19,0.57,0,37.08,PM Thunderstorm,,,
6/29/2008,30.5,18,0.68,0,37.14,Late PM Rain,,,
6/30/2008,26.5,17.5,0.33,0,37.14,Late AM Late PM Rain,,,
7/1/2008,25,14,0,0,37.16,,,,
7/2/2008,30,13,0.01,0,37.21,,,,
7/3/2008,33,13.5,0,0,37.26,,,,
7/4/2008,26,19,0.34,0,37.32,.05 inch Early AM shower + .29 inch ,,,
7/5/2008,28.5,20,0.01,0,37.37,,,,
7/6/2008,27,18.5,0.01,0,37.43,,,,
7/7/2008,32,18,0,0,37.48,,,,
7/8/2008,33,17,0,0,37.52,,,,
7/9/2008,32,20,0.05,0,37.57,,,,
7/10/2008,30,19,0,0,37.64,,,,
7/11/2008,32,14,0,0,37.69,,,,
7/12/2008,32.5,17.5,0,0,37.73,,,,
7/13/2008,33,20,0.98,0,37.76,PM Rain,,,
7/14/2008,29.5,19,0,0,37.8,,,,
7/15/2008,30,14,0,0,37.86,,,,
7/16/2008,31,14,0,0,37.9,,,,
7/17/2008,34,15.5,0,0,37.94,,,,
7/18/2008,34,19,0,0,37.98,,,,
7/19/2008,34.5,17,0,0,38.02,,,,
7/20/2008,35,19.5,0.15,0,38.07,PM Thunderstorm,,,
7/21/2008,33,19,0.04,0,38.11,PM Rain,,,
7/22/2008,32,19,0.74,0,38.16,.31 inch (9:45)+.43 inch  PM Thunderstorm,,,
7/23/2008,26,19,0.72,0,38.18,.02 inch (7:30)+.57 inch (2:45PM)+.13 inch Late PM Thunderstorm,,,
7/24/2008,29,15.5,0,0,38.18,,,,
7/25/2008,30,13.5,0,0,38.22,,,,
7/26/2008,32,16.5,0.05,0,38.25,PM Thunderstorm,,,
7/27/2008,30,19,0.74,0,38.27,PM Thunderstorm,,,
7/28/2008,31,14,0,0,38.27,,,,
7/29/2008,32,16.5,0.09,0,38.3,,,,
7/30/2008,33.5,19.5,0.01,0,38.32,,,,
7/31/2008,29,22,0,0,38.36,,,,
8/1/2008,32.5,19,0,0,38.41,,,,
8/2/2008,31.5,12,0.82,0,38.42,Early AM Thunderstorm,,,
8/3/2008,29,16,0,0,38.46,,,,
8/4/2008,30,14.5,0,0,38.5,,,,
8/5/2008,28,17.5,0,0,38.54,,,,
8/6/2008,32,19,0,0,38.58,,,,
8/7/2008,31.5,18,0,0,38.62,,,,
8/8/2008,27.5,14.5,0,0,38.67,,,,
8/9/2008,28,12.5,0,0,38.72,,,,
8/10/2008,26,13.5,0.08,0,38.76,.08 inch  PM Thunderstorm,,,
8/11/2008,24,12,0,0,38.82,,,,
8/12/2008,28,11,0,0,38.87,,,,
8/13/2008,30,12,0.01,0,38.91,PM Thunderstorm,,,
8/14/2008,28,14,0,0,38.96,,,,
8/15/2008,27,13.5,0.01,0,39.02,PM Thunderstorm,,,
8/16/2008,28,13,0,0,39.07,,,,
8/17/2008,31,11.5,0,0,39.11,,,,
8/18/2008,32,12,0,0,39.15,,,,
8/19/2008,33,13.5,0,0,39.2,,,,
8/20/2008,28,13,0,0,39.26,,,,
8/21/2008,29.5,12.5,0,0,39.31,,,,
8/22/2008,29,12,0,0,39.36,,,,
8/23/2008,30,11.5,0,0,39.39,,,,
8/24/2008,32,14,0,0,39.41,,,,
8/25/2008,30,18,0,0,39.46,,,,
8/26/2008,25,16,0,0,39.52,,,,
8/27/2008,23,17,0.01,0,39.57,,,,
8/28/2008,19,16,1.56,0,39.58,.85 inch (7:30)+.42 inch (11:00)+.29 inch (6:00PM),,,
8/29/2008,24,18,0.3,0,39.58,.25 inch (7:30)+.05 inch ,,,
8/30/2008,29,16,0.06,0,39.63,PM Thunderstorm,,,
8/31/2008,30,17,0,0,39.69,,,,
9/1/2008,30,10.5,0,0,39.74,,,,
9/2/2008,31,10,0,0,39.78,,,,
9/3/2008,32,12,0,0,39.82,,,,
9/4/2008,33,14,0,0,39.87,,,,
9/5/2008,30,16,0,0,39.92,,,,
9/6/2008,23.5,21,1.47,0,39.93,.42 inch (7:00)+1.05 inch   Hanna,,,
9/7/2008,29,13,0,0,39.89,,,,
9/8/2008,29.5,15.5,0,0,39.94,,,,
9/9/2008,26,13,0.33,0,39.99,.04 inch (4:00PM)+.29 inch ,,,
9/10/2008,23.5,16,0,0,40.04,,,,
9/11/2008,23,16,0,0,40.09,,,,
9/12/2008,25,18,0.08,0,40.11,.05 inch (4:00PM)+.03 inch     Ike,,,
9/13/2008,32,20,0.17,0,40.15,PM Storm,,,
9/14/2008,33.5,17,0,0,40.17,,,,
9/15/2008,26.5,22,0,0,40.25,Windy all day,,,
9/16/2008,22,15,0,0,40.31,,,,
9/17/2008,25.5,8,0,0,40.35,,,,
9/18/2008,25.5,9,0,0,40.4,,,,
9/19/2008,22,7.5,0,0,40.45,,,,
9/20/2008,22.5,6.5,0,0,40.49,,,,
9/21/2008,25.5,6.5,0,0,40.53,,,,
9/22/2008,26,7.5,0,0,40.59,,,,
9/23/2008,22.5,9,0,0,40.63,,,,
9/24/2008,22,5.5,0,0,40.67,,,,
9/25/2008,18.5,5.5,0,0,40.7,,,,
9/26/2008,18,11.5,1.9,0,40.7,1.04 inch (7:30)+.05 inch (1:00PM)+.05 inch (4:00PM)+.76 inch ,,,
9/27/2008,25,14,1.86,0,40.67,.02 inch (7:30)+.73 inch (5:30PM)Thunderstorms+1.10 inch ,,,
9/28/2008,23.5,18,0.24,0,40.2,.24 inch ,,,
9/29/2008,23,17,0,0,39.4,,,,
9/30/2008,25,9,0.88,0,39.41,.01 inch (7:30) Heavy Fog + .87 inch ,,,
10/1/2008,21,10,0,0,39.26,,,,
10/2/2008,17,8,0.03,0,38.79,PM shower,,,
10/3/2008,21.5,7,0,0,38.79,,,,
10/4/2008,21.5,7.5,0,0,38.77,,,,
10/5/2008,22,7,0,0,38.76,,,,
10/6/2008,20,7.5,0,0,38.76,,,,
10/7/2008,18.5,2,0,0,38.77,,,,
10/8/2008,21,6,0,0,38.76,,,,
10/9/2008,26.5,12,0,0,38.8,,,,
10/10/2008,25,7.5,0,0,38.86,,,,
10/11/2008,24,5,0.01,0,38.92,.01 inch (7:30 Heavy Fog),,,
10/12/2008,24,4.5,0,0,38.96,,,,
10/13/2008,25.5,5,0,0,38.99,,,,
10/14/2008,29,5,0,0,39.02,,,,
10/15/2008,27.5,14.5,0,0,39.06,,,,
10/16/2008,25.5,13.5,0.01,0,39.11,T(7:30) + T (pm shower),,,
10/17/2008,15,7,0,0,39.17,,,,
10/18/2008,14,5,0,0,39.24,,,,
10/19/2008,14,-2,0,0,39.29,FROST,,,
10/20/2008,19,-3.5,0,0,39.33,FROST,,,
10/21/2008,16,4,0,0,39.37,Windy,,,
10/22/2008,13,4,0,0,39.45,Windy,,,
10/23/2008,13,-4.5,0,0,39.51,FROST,,,
10/24/2008,15.5,4,0,0,39.54,,,,
10/25/2008,16,4,1.22,0,39.54,.19 inch (11:00)+.35 inch (12:15pm)+.68 inch ,,,
10/26/2008,19,0,0,0,39.53,,,,
10/27/2008,19,5,0,0,39.58,,,,
10/28/2008,10,5,0.04,0,39.62,.04 inch (7:30) Windy,,,
10/29/2008,9,4,0,0,39.69,Windy,,,
10/30/2008,13,-2,0,0,39.79,Windy,,,
10/31/2008,21.5,-3.5,0,0,39.83,,,,
11/1/2008,24,9,0,0,39.88,,,,
11/2/2008,15.5,8,0,0,39.95,,,,
11/3/2008,16.5,9,0,0,40,,,,
11/4/2008,15,6.5,0,0,40.04,,,,
11/5/2008,19.5,8,0.01,0,40.08,,,,
11/6/2008,17.5,9.5,0.02,0,40.13,.01 inch (8:15)+.01 inch ,,,
11/7/2008,24,9,0,0,40.16,,,,
11/8/2008,19,8,0,0,40.21,,,,
11/9/2008,11.5,2,0,0,40.28,,,,
11/10/2008,10,4,0,0,40.36,Windy All Day,,,
11/11/2008,9,-4.5,0,0,40.42,,,,
11/12/2008,10.5,4,0.04,0,40.46,PM Shower,,,
11/13/2008,12,5,0.87,0,40.47,.87 inch (2:00PM),,,
11/14/2008,15,6.5,0.01,0,40.47,.01 inch (7:30),,,
11/15/2008,21,9.5,0.41,0,40.48,.01 inch (7:00)+.40 inch (4:00PM),,,
11/16/2008,9,5,0.01,0,40.51,T(10:15)   WINDY,,,
11/17/2008,9,1.5,0.01,0,40.56,Snow Flurries,,,
11/18/2008,3,-1.5,0,0,40.61,,,,
11/19/2008,3,-8,0.01,0.01,40.63,Snow showers WINDY,,,
11/20/2008,7,0,0,0,40.67,WINDY,,,
11/21/2008,2.5,-3,0,0,40.73,WINDY Snow Flurries,,,
11/22/2008,2,-4.5,0,0,40.78,WINDY,,,
11/23/2008,6.5,-10,0,0,40.8,,,,
11/24/2008,8,-5,0.27,0,40.8,,,,
11/25/2008,7.5,0.5,0,0,40.82,,,,
11/26/2008,5,1,0,0,40.87,,,,
11/27/2008,11,-7,0,0,40.89,,,,
11/28/2008,12,-2,0,0,40.92,,,,
11/29/2008,9,-5,0,0,40.94,,,,
11/30/2008,3.5,2,0.48,0,40.95,.06 inch  (7:30) + .42 inch ,,,
12/1/2008,9,-0.5,0,0,40.95,PM shower,,,
12/2/2008,6,-2.5,0,0,40.99,,,,
12/3/2008,9,-8.5,0,0,41,,,,
12/4/2008,12,5,0,0,41,,,,
12/5/2008,3,-0.5,0,0,41.03,,,,
12/6/2008,0.5,-11,0,0,41.03,,,,
12/7/2008,0,-4.5,0,0.01,41.08,Dusting of Snow    WINDY,,,
12/8/2008,1,-9,0,0,41.11,,,,
12/9/2008,13,-1.5,0,0,41.12,,,,
12/10/2008,13,13,0,0,41.14,.01 inch (7:30)+.09 inch (12:30PM),,,
12/11/2008,5,4.5,0,0,41.14,.23 inch (7:30)+.15 inch (12:30PM)+1.68 inch ,,,
12/12/2008,4.5,2,0,0,40.38,,,,
12/13/2008,4,-7.5,0,0,39.05,,,,
12/14/2008,12,-4.5,0,0,38.87,,,,
12/15/2008,20,1,0,0,38.66,,,,
12/16/2008,4.5,4,0,0.25,38.52,.06 inch (4:30PM)+.49 inch ,,,
12/17/2008,10,0,0,0,38.41,,,,
12/18/2008,6,-1,0,0,38.12,,,,
12/19/2008,8,4,0,0,37.99,.01 inch (7:30)+.08 inch (4:00PM)+.01 inch ,,,
12/20/2008,2.5,2.5,0,0,37.83,,,,
12/21/2008,5.5,-1,0,0.01,37.76,Windy AM,,,
12/22/2008,5.5,-10,0,0,37.76,Windy,,,
12/23/2008,5,-12.5,0,0,37.78,,,,
12/24/2008,15.5,4,0,0,37.75,,,,
12/25/2008,9,8,0,0,37.8,,,,
12/26/2008,5,-1,0,0,37.82,,,,
12/27/2008,7,3,0,0,37.83,,,,
12/28/2008,22,7,0,0,37.87,,,,
12/29/2008,11,-1,0,0,37.91,,,,
12/30/2008,11,-0.5,0,0,37.97,Windy,,,
12/31/2008,7,-5,0,0.01,38.07,HIGH WINDS,,,
1/1/2009,2,,0,0,38.14,Min. T Reset Problem,,,
1/2/2009,10.5,-7,0,0,38.17,,,,
1/3/2009,8.5,-4,0,0,38.27,,,,
1/4/2009,8,-6,0,0,38.32,,,,
1/5/2009,10,0,0,0,38.38,,,,
1/6/2009,0,0,0.22,0.01,38.4,.15 inch (7:30)+.06 inch (1:00PM)+.01 inch (4:00PM),,,
1/7/2009,4,0,1.03,0.01,38.38,.92 inch (7:30)+.09 inch (1:00PM)+.04 inch ,,,
1/8/2009,3.5,-0.5,0,0,37.92,,,,
1/9/2009,3,-5,0,0,37.75,,,,
1/10/2009,5,-1,0.13,0.01,37.66,Sleet --> Rain,,,
1/11/2009,2,-1,0,0,37.53,,,,
1/12/2009,3.5,-5,0,0,37.5,,,,
1/13/2009,5.5,-6,0,0,37.5,,,,
1/14/2009,-1,-8,0,0,37.51,,,,
1/15/2009,-5,-8,0.01,0.01,37.58,Dusting of Snow   High Winds,,,
1/16/2009,-8,-14,0,0,,High Winds,,,
1/17/2009,-6.5,-19,0,0,,Windy,,,
1/18/2009,5,-6.5,0,0,,,,,
1/19/2009,-2,-5,0.03,0.5,37.66,T snow (7:00) + .50 inch  (snow),,,
1/20/2009,-2,-13,0,0,,,,,
1/21/2009,0,-9,0,0,,,,,
1/22/2009,8,-12.5,0,0,37.89,,,,
1/23/2009,15,-8,0,0,37.94,,,,
1/24/2009,4,-5,0,0.01,38.06,Snow Flurries,,,
1/25/2009,1.5,-13,0,0,38.13,,,,
1/26/2009,-1,-5,0,0,38.19,,,,
1/27/2009,-0.5,-3.5,0.5,2.5,38.24,.75 inch  snow [.05 inch ] 7:00+.75 inch [.09 inch ]12:00PM+1 inch Freez?,,,
1/28/2009,6,-0.5,0,0,38.25,,,,
1/29/2009,5,-6,0,0,38.31,,,,
1/30/2009,3.5,-8,0,0,38.35,,,,
1/31/2009,3,-9,0,0,38.41,,,,
2/1/2009,17.5,-7,0.12,1.5,38.45,<10% Snow Cover,,,
2/2/2009,10,-4,0,0,38.5,Windy PM  PM Snow,,,
2/3/2009,3,-7,0,0,38.52,,,,
2/4/2009,0,-6.5,0,0,38.59,Windy,,,
2/5/2009,-4.5,-11,0,0,38.64,,,,
2/6/2009,8,-13,0,0,38.67,,,,
2/7/2009,19,-6,0,0,38.69,,,,
2/8/2009,18,3,0.01,0,38.74,Windy,,,
2/9/2009,13,-6,0,0,38.78,,,,
2/10/2009,12.5,0,0.03,0,38.79,PM Rain,,,
2/11/2009,21,5,0.11,0,38.79,PM Rain, Wind,,
2/12/2009,12,8.5,0,0,38.82,WINDY,,,
2/13/2009,9,5,0,0,38.87,WINDY,,,
2/14/2009,9,-6,0,0,38.9,,,,
2/15/2009,5,-3,0,0,38.94,,,,
2/16/2009,4,-4.5,0,0,38.98,,,,
2/17/2009,6.5,-9,0,0,39,,,,
2/18/2009,8,-1.5,0.11,0,39,Sleet-->Rain - .03 inch (11:00)+ .08 inch ,,,
2/19/2009,7.5,-2.5,0.01,0,39.03,WINDY,,,
2/20/2009,,-9,0,0,39.09,WINDY,,,
2/21/2009,9,,0,0,39.12,WINDY,,,
2/22/2009,4,-0.5,0.01,0.01,39.17,WINDY,,,
2/23/2009,1,-4,0,0,39.22,,,,
2/24/2009,4,-9,0,0,39.24,,,,
2/25/2009,11,-10,0,0,39.25,,,,
2/26/2009,17,-1,0,0,39.27,,,,
2/27/2009,16.5,4.5,0,0,39.29,,,,
2/28/2009,3,0,0,0,39.34,,,,
3/1/2009,2.5,-2,0.11,1,39.36,1 inch [.11 inch melt]7:30,,,
3/2/2009,-2.5,-6,0.02,0.25,39.42,.25 inch [.02 inch melt] 7:30 WINDY,,,
3/3/2009,0,-11,0,0,39.48,WINDY,,,
3/4/2009,6.5,-12,0,0,39.52,,,,
3/5/2009,14.5,-8,0,0,39.55,,,,
3/6/2009,23,4,0,0,39.57,Windy,,,
3/7/2009,24.5,8,0,0,39.6,,,,
3/8/2009,25.5,12.5,0,0,39.63,Windy,,,
3/9/2009,18,7,0,0,39.71,WINDY,,,
3/10/2009,16,-1.5,0,0,39.74,,,,
3/11/2009,24,-2,0,0,39.79,,,,
3/12/2009,8,-5.5,0,0,39.85,,,,
3/13/2009,5.5,0,0.01,0.01,39.88,Early AM Dusting of Snow,,,
3/14/2009,8,-1,0.05,0,39.91,PM showers,,,
3/15/2009,7,3.5,0.03,0,39.96,,,,
3/16/2009,10,3.5,0,0,40,,,,
3/17/2009,12.5,4,0,0,40.04,,,,
3/18/2009,22,0,0.01,0,40.07,,,,
3/19/2009,15,12,0.09,0,40.12,T(7:30)+.09 inch  Light AM Rain,,,
3/20/2009,8,0,0,0,40.18,WINDY,,,
3/21/2009,10,-9,0,0,40.22,,,,
3/22/2009,16.5,-4,0,0,40.24,,,,
3/23/2009,13,-1.5,0,0,40.25,,,,
3/24/2009,10,-6,0,0,40.24,,,,
3/25/2009,11.5,-1,0,0,40.23,,,,
3/26/2009,11,4,0.32,0,40.28,.14 inch (7:30)+.15 inch (4:00,,,
3/27/2009,15.5,3,0.87,0,40.34,PM Rain,,,
3/28/2009,11.5,3,0.08,0,40.34,Trace(7:00)+.02 inch (5:00PM)+.06 inch ,,,
3/29/2009,22.5,9,0.01,0,40.25,Thunderstorms nearby,,,
3/30/2009,15,5,0,0,40.26,Windy AM   Windy late PM,,,
3/31/2009,18,-3,0,0,40.28,,,,
4/1/2009,17,7,0.02,0,40.28,.01 inch (7:30)+.01 inch ,,,
4/2/2009,17,7,0.06,0,40.29,.05 inch (7:30)+.01 inch ,,,
4/3/2009,22,12.5,0.87,0,40.28,.57 inch (7:30)+.25 inch (1:00PM)+.05 inch (4:00PM),,,
4/4/2009,17,0.5,0,0,40.12,Windy,,,
4/5/2009,23.5,,0,0,40.04,,,,
4/6/2009,18,11,0.04,0,39.98,.03 inch +.01 inch ,,,
4/7/2009,6,1.5,0,0.01,39.92,Snow Flurries    Windy,,,
4/8/2009,14,-2,0,0,39.91,,,,
4/9/2009,19,-1.5,0,0,39.93,,,,
4/10/2009,21.5,4.5,0,0,39.94,,,,
4/11/2009,14,7,0.91,0,39.93,.62 inch (8:00)+.29 inch ,,,
4/12/2009,13,-3,0,0,39.87,,,,
4/13/2009,13,-1.5,0,0,39.81,,,,
4/14/2009,9,6.5,0.1,0,39.78,.01 inch (7:30)+.01 inch (1:00PM)+.08 inch ,,,
4/15/2009,14,6.5,0.38,0,39.76,T(7:30)+.38 inch ,,,
4/16/2009,17.5,-1.5,0,0,39.76,,,,
4/17/2009,24,0,0.01,0,39.75,,,,
4/18/2009,27,2,0,0,39.73,,,,
4/19/2009,24,6.5,0.01,0,39.7,,,,
4/20/2009,12.5,8,0.96,0,39.69,.40 inch (7:30)+.40 inch (10:45)+.02 inch +.14 inch ,,,
4/21/2009,18,8,0.27,0.01,39.54,PM Thuderstorm w/ Hail,,,
4/22/2009,13,1,0.02,0,39.35,Windy PM,,,
4/23/2009,18,4,0,0,39.2,,,,
4/24/2009,27.5,1,0,0,39.13,,,,
4/25/2009,35,7,0,0,39.05,,,,
4/26/2009,34.5,13,0,0,39,,,,
4/27/2009,34,15,0,0,38.99,Windy PM,,,
4/28/2009,32.5,17,0,0,38.99,,,,
4/29/2009,13,11.5,0.47,0,39.02,.11 inch (7:30)+.10 inch (1:00PM)+.26 inch ,,,
4/30/2009,17,10,0,0,39.02,,,,
5/1/2009,25,13,0.13,0,39.01,T(7:30)+.13 inch ,,,
5/2/2009,19,14,0.02,0,39.05,,,,
5/3/2009,13,12,0.68,0,39.07,.14 inch (8:00)+.54 inch (4:00PM),,,
5/4/2009,13,10,1.36,0,39.03,.86 inch (7:30)+.32 inch (1:00)+.13 inch +.05 inch ,,,
5/5/2009,15,11,0.23,0,38.16,T(7:30)+.23 inch ,,,
5/6/2009,20,10.5,0.23,0,37.8,,,,
5/7/2009,23,13,0.97,0,37.46,.33 inch (12:00PM)+.62 inch (~3:30 Thunderstorm)+.02 inch ,,,
5/8/2009,28,10,0.01,0,36.72,,,,
5/9/2009,29,13.5,0,0,36.01,,,,
5/10/2009,23,10,0,0,35.76,Windy AM,,,
5/11/2009,20,10,0.13,0,35.66,,,,
5/12/2009,24,4.5,0,0,35.66,,,,
5/13/2009,26.5,2.5,0.2,0,35.72,Windy PM rain,,,
5/14/2009,,15,0,0,35.79,,,,
5/15/2009,27,,0,0,35.88,,,,
5/16/2009,28,15.5,0.84,0,35.94,T(7:30)+.05 inch (5:00PM)+.79 inch ,,,
5/17/2009,25,12,0.02,0,36,,,,
5/18/2009,18,4,0,0,36.11,Windy,,,
5/19/2009,22.5,0,0,0,36.21,,,,
5/20/2009,26,4,0,0,36.3,,,,
5/21/2009,28.5,5.5,0,0,36.39,,,,
5/22/2009,30.5,10,0,0,36.48,,,,
5/23/2009,31,19,0,0,36.58,,,,
5/24/2009,28.5,15,0,0,36.67,,,,
5/25/2009,29,16,1.61,0,36.74,,,,
5/26/2009,28,14,0.37,0,36.73,.19 inch (7:30)+.02 inch (12:00PM)+.16 inch ,,,
5/27/2009,28.5,12,0,0,36.48,,,,
5/28/2009,28,13,0.07,0,36.37,,,,
5/29/2009,28.5,16,0.05,0,36.4,.04 inch  Mid day shower + .01 inch ,,,
5/30/2009,27,11,0,0,36.45,,,,
5/31/2009,26,15,0.18,0,36.53,Early AM Rain .18 inch (8:30),,,
6/1/2009,25,6,0,0,36.6,,,,
6/2/2009,33,14,0.29,0,36.66,,,,
6/3/2009,28,17,0.94,0,36.71,,,,
6/4/2009,15,12,0.88,0,36.69,,,,
6/5/2009,22,13,0.44,0,36.52,.26 inch (11:00)+.18 inch ,,,
6/6/2009,26.5,14,0,0,35.56,,,,
6/7/2009,29,10,0.01,0,35.21,,,,
6/8/2009,31,16,0.01,0,35.09,,,,
6/9/2009,31.5,19.5,0.25,0,35.01,AM Thunderstorm + .07 inch  PM,,,
6/10/2009,28,15,1.26,0,35.03,,,,
6/11/2009,27,18,0.05,0,34.92,,,,
6/12/2009,28,17.5,1.26,0,34.48,,,,
6/13/2009,29.5,16.5,0.03,0,34.41,PM Thunderstorm,,,
6/14/2009,27.5,13,0,0,34.42,,,,
6/15/2009,29,15,0,0,34.49,,,,
6/16/2009,27,16,0,0,34.59,,,,
6/17/2009,26,15.5,0.51,0,34.63,.11 inch (7:30)+.39 inch (1:00PM)+.01 inch (4:00PM),,,
6/18/2009,30,16,0.67,0,34.63,Early AM Thunderstorm w/ heavy rain,,,
6/19/2009,28,14,0,0,34.55,,,,
6/20/2009,30,17,0.33,0,34.6,.14 inch (10:00)+.13 inch (1:30PM)+.06 inch ,,,
6/21/2009,26,19,0,0,34.7,,,,
6/22/2009,29,15,0,0,34.79,,,,
6/23/2009,29,14,0,0,34.9,,,,
6/24/2009,30.5,14,0,0,34.98,,,,
6/25/2009,33,15,0,0,35.04,,,,
6/26/2009,33,18.5,0.03,0,35.11,PM Thunderstorm,,,
6/27/2009,29,16.5,0,0,35.19,Windy AM,,,
6/28/2009,28.5,15,0,0,35.24,,,,
6/29/2009,30,14.5,0,0,35.31,,,,
6/30/2009,29,14,0,0,35.39,,,,
7/1/2009,29,15,0.36,0,35.48,PM Thunderstorm,,,
7/2/2009,27,16,0.01,0,35.57,,,,
7/3/2009,27,27,0,0,35.65,,,,
7/4/2009,28,15,0,0,35.71,,,,
7/5/2009,23,17,0,0,35.76,,,,
7/6/2009,30,11,0,0,35.82,,,,
7/7/2009,30,14.5,0,0,35.88,,,,
7/8/2009,26,11.5,0,0,35.97,,,,
7/9/2009,27,11,0,0,36.05,,,,
7/10/2009,27.5,14,0,0,36.1,,,,
7/11/2009,30,15.5,0.88,0,36.11,.88 inch (3:00PM) Severe Thunderstorm,,,
7/12/2009,31,18,0,0,36.14,PLC White Pine 84-909 Struck,,,
7/13/2009,30,15,0,0,36.2,,,,
7/14/2009,29,10,0,0,36.27,,,,
7/15/2009,30.5,11.5,0,0,36.3,,,,
7/16/2009,35,17,0,0,36.33,,,,
7/17/2009,25.5,18,0.65,0,36.36,,,,
7/18/2009,26.5,16,0,0,36.42,,,,
7/19/2009,28,11,0.03,0,36.47,PM Shower,,,
7/20/2009,26.5,13,0,0,36.51,,,,
7/21/2009,29,15,0,0,36.55,,,,
7/22/2009,30.5,14.5,0,0,36.58,,,,
7/23/2009,30,17,0.06,0,36.59,,,,
7/24/2009,30,14,0,0,36.63,,,,
7/25/2009,32,15,0.2,0,36.66,PM Shower,,,
7/26/2009,31,19,0.1,0,36.69,AM Shower,,,
7/27/2009,31,17,0,0,36.74,,,,
7/28/2009,33,17,0,0,36.77,,,,
7/29/2009,28,21,0.09,0,36.79,.04 inch (7:30)+.05 inch ,,,
7/30/2009,32,18,0,0,36.83,,,,
7/31/2009,29,20.5,0.65,0,36.87,PM Rain,,,
8/1/2009,32,17,0,0,36.89,,,,
8/2/2009,29.5,21,0.61,0,36.9,.48 inch (9:30)+.12 inch (5:00PM)+.01 inch ,,,
8/3/2009,30,17,0,0,36.93,,,,
8/4/2009,32,17,0.01,0,36.97,T(7:30),,,
8/5/2009,30,18.5,0,0,37.03,,,,
8/6/2009,28,18.5,0.39,0,37.06,.27 inch (7:30)+.12 inch (12:15PM),,,
8/7/2009,29,14,0,0,37.11,,,,
8/8/2009,30,17,0,0,37.14,,,,
8/9/2009,35,20,0,0,37.16,,,,
8/10/2009,35,21,0,0,37.19,,,,
8/11/2009,33.5,23,0,0,37.23,,,,
8/12/2009,30,19,0.56,0,37.28,T(1:00PM)+.56 inch PM Thunderstorm,,,
8/13/2009,30,17,0,0,37.32,,,,
8/14/2009,,17,0,0,37.36,*Hi T reset problem,,,
8/15/2009,32.5,17,0,0,37.39,,,,
8/16/2009,33.5,16.5,0,0,37.42,,,,
8/17/2009,,16,0,0,37.45,*Hi T reset problem,,,
8/18/2009,34,18,0.1,0,37.47,.01 inch (7:30) Heavy Dew +.09 inch  PM Thunderstorm,,,
8/19/2009,33,21,0,0,37.52,,,,
8/20/2009,,20,0.27,0,37.56,PM Rain   *Missed T readings,,,
8/21/2009,34,,1.04,0,37.59,PM Thunderstorm *Missed T readings,,,
8/22/2009,30,20,0.19,0,37.58,.05 inch (3:15PM)+.14 inch ,,,
8/23/2009,30,16,0,0,37.63,,,,
8/24/2009,28,17,0,0,37.67,,,,
8/25/2009,30,14,0,0,37.7,,,,
8/26/2009,33,17,0,0,37.73,,,,
8/27/2009,31,16,0,0,37.77,,,,
8/28/2009,26,20,0.15,0,37.79,.14 inch Early Am Rain + .01 inch ,,,
8/29/2009,31.5,19.5,0.2,0,37.82,.20 inch  (12:30PM),,,
8/30/2009,29,15,0,0,37.87,,,,
8/31/2009,23.5,13.5,0,0,37.92,,,,
9/1/2009,23,6.5,0.01,0,37.96,T(7:30) Heavy Dew,,,
